Posture Id,Posture Status,Evaluated Date,Control Statement,Control Id,Host Id,DNS Hostname,Technology Name,Instance,IP Address,NetBIOS Name,Policy Id,Policy Title,Qds,Mitre Tactic Name,Mitre Technique Name,Mitre Sub Technique Name
26055673730,Pass,2026-01-14 13:26:41 IST,Status of the world writable files and directories,29457,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",50,,,
26055673731,Pass,2026-01-14 13:26:41 IST,Status of the Un-owned Files and Directories exluding some file paths,29458,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",50,,,
26055673732,Pass,2026-01-14 13:26:41 IST,Status of the Un-grouped Files and Directories exluding some file paths,29459,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",50,,,
26055673733,Pass,2026-01-14 13:26:41 IST,Status of 'passwords existing within the /etc/passwd' file,4104,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Credential Access,OS Credential Dumping,OS Credential Dumping: /etc/passwd and /etc/shadow
26055673734,Pass,2026-01-14 13:26:41 IST,Current list of 'Accounts having empty password fields' within '/etc/shadow',6698,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",83,Credential Access,OS Credential Dumping,OS Credential Dumping: /etc/passwd and /etc/shadow
26055673735,Pass,2026-01-14 13:26:41 IST,Current list of groups defined in the file '/etc/passwd' but not in the file '/etc/group',5444,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",64,,,
26055673736,Pass,2026-01-14 13:26:41 IST,Current list of 'User accounts having duplicate UID's',2541,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Lateral Movement,Remote Service Session Hijacking,Remote Service Session Hijacking: SSH Hijacking
26055673737,Pass,2026-01-14 13:26:41 IST,Status of the current list of 'Groups having duplicate GID's',2542,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Lateral Movement,Remote Service Session Hijacking,Remote Service Session Hijacking: SSH Hijacking
26055673738,Pass,2026-01-14 13:26:41 IST,Current list of 'Accounts having duplicate usernames',2543,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Lateral Movement,Remote Service Session Hijacking,Remote Service Session Hijacking: SSH Hijacking
26055673739,Pass,2026-01-14 13:26:41 IST,Current list of 'Accounts having duplicate Group Names',2544,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Lateral Movement,Remote Service Session Hijacking,Remote Service Session Hijacking: SSH Hijacking
26055673740,Pass,2026-01-14 13:26:41 IST,Status of the user accounts without a home directory,14410,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",64,,,
26055673741,Pass,2026-01-14 13:26:41 IST,Status of interactive users home directories not owned by its respective user.,29534,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",64,,,
26055673742,Pass,2026-01-14 13:26:41 IST,Status of the Ownership and permissions of user home directories,29423,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",50,,,
26055673743,Pass,2026-01-14 13:26:41 IST,"Status of the permissions of user dot files (not included .forward, .rhost, .bash_history or .netrc)",29420,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673744,Pass,2026-01-14 13:26:41 IST,Status of the user ownership for current user on user dot files,29422,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673745,Pass,2026-01-14 13:26:41 IST,Status of the group ownership for current user on user dot files,29421,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673746,Pass,2026-01-14 13:26:41 IST,Status of the permission of user '.bash_history' files,29417,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673747,Pass,2026-01-14 13:26:41 IST,Status of the user ownership for current user of user '.bash_history' files,29419,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673748,Pass,2026-01-14 13:26:41 IST,Status of the group ownership for current user of user '.bash_history' files,29418,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673749,Pass,2026-01-14 13:26:41 IST,Status of the permission of user '.netrc' files,29427,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673750,Pass,2026-01-14 13:26:41 IST,Status of the user ownership for current user of user '.netrc' files,29428,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673751,Pass,2026-01-14 13:26:41 IST,Status of the group ownership for by current user of user '.netrc' files,29429,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673752,Pass,2026-01-14 13:26:41 IST,Status of the Ownership and permissions on user .forward files,29436,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673753,Pass,2026-01-14 13:26:41 IST,Status of the user ownership for current user of user '.forward' files,29430,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673754,Pass,2026-01-14 13:26:41 IST,Status of the group ownership for current user of user '.forward' files,29431,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673755,Pass,2026-01-14 13:26:41 IST,Status of the permission of user '.rhost' files,29432,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673756,Pass,2026-01-14 13:26:41 IST,Status of the user ownership for current user of user '.rhost' files,29433,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673757,Pass,2026-01-14 13:26:41 IST,Status of the group ownership for current user of user '.rhost' files,29434,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Defense Evasion,File and Directory Permissions Modification,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification
26055673311,Pass,2026-01-14 13:26:41 IST,Status of net.ipv4.icmp_echo_ignore_broadcasts in config files,28659,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Credential Access,Adversary-in-the-Middle,
26055673308,Pass,2026-01-14 13:26:41 IST,"Status of the 'net.ipv4.icmp_ignore_bogus_error_responses' setting configured in '.conf' files under '/etc/sysctl.d/, /run/sysctl.d/, /usr/local/lib/sysctl.d/, /usr/lib/sysctl.d/, /lib/sysctl.d/ and /etc/sysctl.conf file",28987,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",50,,,
26055673309,Pass,2026-01-14 13:26:41 IST,Status of 'net.ipv4.icmp_ignore_bogus_error_responses' specified in '/etc/default/ufw' file,26808,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,
26055673310,Pass,2026-01-14 13:26:41 IST,Status of the current setting for 'net.ipv4.icmp_echo_ignore_broadcasts' network parameter,5962,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",64,,,
26055673312,Pass,2026-01-14 13:26:41 IST,Status of 'net.ipv4.icmp_echo_ignore_broadcasts' specified in '/etc/default/ufw' file,26807,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673313,Pass,2026-01-14 13:26:41 IST,Status of the current setting for 'net.ipv4.conf.all.accept_redirects' network parameter,5956,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673314,Pass,2026-01-14 13:26:41 IST,Status of the 'net.ipv4.conf.all.accept_redirects' setting within config file on the system,28646,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673315,Pass,2026-01-14 13:26:41 IST,Status of 'net.ipv4.conf.all.accept_redirects' specified in '/etc/default/ufw' file,26799,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Credential Access,Adversary-in-the-Middle,
26055673316,Pass,2026-01-14 13:26:41 IST,Status of the current setting for 'net.ipv4.conf.default.accept_redirects' network parameter,5960,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673317,Pass,2026-01-14 13:26:41 IST,Status of net.ipv4.conf.default.accept_redirects in config files.,28682,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673318,Pass,2026-01-14 13:26:41 IST,Status of 'net.ipv4.conf.default.accept_redirects' specified in '/etc/default/ufw' file,26800,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673319,Pass,2026-01-14 13:26:41 IST,Status of the 'net.ipv6.conf.all.accept_redirects' verified across the system on the host,28691,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673320,Pass,2026-01-14 13:26:41 IST,Status of 'net.ipv6.conf.all.accept_redirects' specified in '/etc/default/ufw' file,26801,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673321,Pass,2026-01-14 13:26:41 IST,Status of the 'net.ipv6.conf.default.accept_redirects' verified across the system on the host,28685,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673322,Pass,2026-01-14 13:26:41 IST,Status of 'net.ipv6.conf.default.accept_redirects' specified in '/etc/default/ufw' file,26802,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",55,Credential Access,Adversary-in-the-Middle,
26055673323,Pass,2026-01-14 13:26:41 IST,Status of the current setting for 'net.ipv4.conf.all.secure_redirects' network parameter,5957,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",69,Impact,Network Denial of Service,Network Denial of Service: Direct Network Flood
26055673324,Pass,2026-01-14 13:26:41 IST,Status of net.ipv4.conf.all.secure_redirects in all config files,29230,572850010,oel-cis-1216.coe.hv,Oracle Enterprise Linux 9.x,os,192.168.54.26,,6316727,"CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0",50,,,
